MID,UID,评论时间,评论内容,评论人UID,评论人昵称,评论人个性签名,关注数量,粉丝数量,点赞数量,作品数,IP所属
"5014423087877816	","6365132983	",2024-3-21 18:05,母鸡,6474095067,島呗_,你以为爱 就是被爱,11184,550,0,12812,海外
"5014422303805685	","7116091793	",2024-3-21 18:07,下次一定尽量给你评论！,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5014423258795597	","7867103280	",2024-3-21 18:07,没有秒回，估计不会来了,7862156203,胡桃樂泥饼子,此博主废话很多,620,119,0,3333,广西 南宁
"5014422290696616	","6344059104	",2024-3-21 18:07,等一下！我会立刻回复你,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5014422542353793	","5588675199	",2024-3-21 18:08,亲爱的，我知道你现在一定很想念你的家人，但请记住你并不孤单，我们都在这里陪你,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5014422755478664	","5256484680	",2024-3-21 18:09,来啦！我又溜达了一圈儿,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5014423258795597	","7867103280	",2024-3-21 18:19,笑死人快来原谅她@评论罗伯特,3826754671,至贰零贰陆,常常期待 有时收获,44,116,0,147,其他
"5014423540074839	","7508997515	",2024-3-21 19:11,它真的好恐怖哈哈哈哈 和xpf吵的时候一直帮露说话。。。,5654155232,蜂蜜黄油味小狗,成功登陆LuLuLand?（期待我们的第四次见面?）,2204,2295,0,1682,四川 成都
"5014423087877816	","6365132983	",2024-3-21 20:34,[苦涩]我也想问,5238947703,qphdys,平凡小事促成美好日常,919,126,0,52,北京
"5013789299442480	","5440963085	",2024-3-21 22:21,6。,5845080690,夏日電子幽靈貓_,WELCOME_介里素夏无生与Juncottonの恋爱小窝?内有【EXO】【SHINee】【Minnie】【鲸4399】sj我的对家粉全部4000+,402,692,0,1235,其他
"5014512883729419	","7428959865	",2024-3-21 23:56,@评论罗伯特 你也是小牌大耍了,7428959865,山楂最好吃了,???????,7,156,0,189,浙江
"5014512883729419	","7428959865	",2024-3-21 23:57,@评论罗伯特 [哼],7428959865,山楂最好吃了,???????,7,156,0,189,浙江
"5014512618441302	","3916432814	",2024-3-21 23:57,@评论罗伯特 你耍大牌呢[怒],6328879195,亚愛真萝,墓碑下埋葬被焚烧的爱与诗,4121,318,0,5921,海外 其他
"5014512618441302	","3916432814	",2024-3-22 0:05,你素？,5868027160,月亮漫游轨迹,镇魂｜只喜欢金泰亨,231,249,0,4942,北京 海淀区
"5014513520478730	","7464915301	",2024-3-22 0:07,@评论罗伯特 快出来,7740076931,pornstarsyou,ミックススイーツのお店です,635,153,0,442,海外
"5014512618441302	","3916432814	",2024-3-22 0:10,他不爱你呵呵,7846176645,光锥幽灵,镇魂abo,6,107,0,337,其他
"5014512618441302	","3916432814	",2024-3-22 0:29,或许下次我会评论的,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5014512607169576	","6097954179	",2024-3-22 0:30,对不起啊！下次一定找你玩哦,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5014512883729419	","7428959865	",2024-3-22 0:31,来啦~速来评论！我又溜了一小会儿,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5014513520478730	","7464915301	",2024-3-22 0:32,祝你好运！,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5014513075881059	","7617663189	",2024-3-22 0:32,我会记住的[举手],5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5014513319677289	","7464915301	",2024-3-22 0:32,对不起啊！我没有忽略你的意见,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5012248470750454	","7845362300	",2024-3-22 0:42,宝宝,7830517450,懿懿春和,镇魂/44 d 纯爱女大  有?接广,25891,360,0,1586,其他
"5014513577626561	","5861702342	",2024-3-22 2:01,这个情况确实有点微妙,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5014588804301134	","6567273460	",2024-3-22 4:57,对不起啊，我没有恶意的——原谅我了？,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5014596307911223	","6147420934	",2024-3-22 5:28,@评论罗伯特 你的沉默是我的毒药…,6147420934,咖啡我的情人,碎碎碎碎碎念,26,654,0,288,上海
"5014603371118727	","7733853805	",2024-3-22 6:16,qz是啥[doge],7677533764,婉妹耀见面_见过耀文版,见过耀文啦 会去重庆演唱会 偶尔追线下,10757,1364,0,6086,其他
"5014513577626561	","5861702342	",2024-3-22 9:04,素[挤眼],6191060951,少年奶龙,我要和车银优宋江亲嘴,9,218,0,610,山东 青岛
"5014694701564302	","7478343868	",2024-3-22 11:59,人呢[哼]@评论罗伯特,7478343868,静待佳人归,上网发疯，快乐就好,1254,327,0,1682,安徽
"5014695339101395	","5644245849	",2024-3-22 12:04,在生活的路上，善待自己！努力活成自己喜欢的样子，不用在意别人的眼光，不必在乎别人的议论，活给自己看，才能笑得灿烂。,7854634887,Hedy小薇薇,爱我所爱想我所爱之人必有后福?你,1790,2390,0,1064,其他
"5014694979176201	","3758748714	",2024-3-22 12:09,来啦～我又来了呀！,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5014695339101395	","5644245849	",2024-3-22 12:09,在生活的路上，善待自己！努力活成自己喜欢的样子，不用在意别人的眼光，不必在乎别人的议论，活给自己看，才能笑得灿烂。,3517964605,Hedy薇薇123霓22,喜欢自己喜欢的，追随自己的内心 ！爱你哟！小紫！,2653,3132,0,4452,四川
"5014695073288473	","2692935971	",2024-3-22 12:10,我还没有吃饭呢,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5014695242894755	","6413298340	",2024-3-22 12:11,如果我没猜错的话，你可能是“灵灵”粉丝？,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,1,27,海外
"5014695343292921	","3515470803	",2024-3-22 12:11,谢谢你的夸奖~我会继续努力的,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5014695073288473	","2692935971	",2024-3-22 12:36,他好忙,7819347350,尐命徒,慢也好，步子小也好，是在往前走就好,31,53,0,18,其他
"5014695343557224	","6430074858	",2024-3-22 13:03,每一分自信和优雅的背后，都有一份对梦想的追求和坚持，有时候，成功和失败之间只在一念之差，所以，无论多难，都别轻言放弃，坚持，是一种令人钦佩的能力，更是一种会发光的魅力。 ?,7497210789,mjq桔梗赠予祺,“约定      一起去未来”,3188,1152,0,3055,其他
"5014695339101395	","5644245849	",2024-3-22 13:18,青春是我们最宝贵的时光，不要让它白白流逝。勇敢追逐自己的梦想，不畏困难和挑战，才能不负青春，活出真正的精彩。不要留下任何遗憾，用尽全力去追求自己想要的生活。,6989499577,璐璐会飞翔,爱看动漫，爱模型，爱赛车的boy,47231,3348,0,2534,上海
"5014695343557224	","6430074858	",2024-3-22 13:31,相信梦想是价值的源泉，相信眼光决定未来的一切，相信成功的信念比成功本身更重要，相信人生有挫折没有失败，相信生命的质量来自决不妥协的信念。,7744893458,ID离愁祺恋姜,我要的是我们相爱@时代少年团队长-马嘉祺,2701,801,0,5524,云南
"5014513820894268	","5469643730	",2024-3-22 13:58,@评论罗伯特 怎么不来评论,5469643730,yiiyayou,以声之色，塑以花之形,103,546,0,3784,甘肃
"5014695343557224	","6430074858	",2024-3-22 15:35,#阳光信用# 心存善念，阳光就会照耀你； 心存美丽，温暖就会围绕你； 心存大爱，崇高就会追随你； 心存他人，真情就会回报你； 心存感恩，贵人就会青睐你。 人生有两种境界， 一种痛而不言，一种笑而不语。 每种创伤都是一种成熟， 它使人思索，使人坚强，使人更懂珍惜 。,7229007758,祺祺要开心呐,正主:马嘉祺，毒唯，楼内有其他担的gun,12239,797,0,7047,贵州 遵义
"5014695176310943	","2387903701	",2024-3-22 16:24,吴磊 http://t.cn/A6T2cMf0,5596919631,挚爱磊磊-leo,我爱你  是多么清楚 多么坚固的信仰  WL,113,297,0,432,四川
"5014695343557224	","6430074858	",2024-3-22 16:40,阳光，是前行的火，点亮我们前行的灯；阳光，是前行的灯，照亮我们前行的路，拥有阳光，帮助我们驶向成功的码头。热爱生活，加油!,6463609543,慢冬風落曲,??? ??? ???^.?,10165,691,0,4935,广东
"5014695343557224	","6430074858	",2024-3-22 17:19,学会等待，就会学会捕捉希望，学会寻找成功之路；学会等待，令心灵的天空群星闪烁，令智慧的花朵芬芳灿烂，令生命的海洋宽广无垠。,7677246084,信冬淮榆,只喜欢马嘉祺小朋友,11751,596,0,4603,北京
"5014695343557224	","6430074858	",2024-3-22 17:54,如果你不相信努力和时光，那么成果就会是第一个选择辜负你的。不要去否定你自己的过去，也不要用你的过去牵扯你现在的努力和对未来的展望。不是因为拥有希望你才去努力，而是去努力了，你才有可能看到希望的光芒。,7853843542,祎起听冬日丶,,29225,412,0,676,云南 保山
"5014784959578561	","7896457051	",2024-3-22 17:56,99,5987403673,壹零Ealin_,love never dies,227,427,0,988,辽宁
"5014784678299349	","6248757883	",2024-3-22 17:56,？,3969842424,Zipper13的新生生活,??? ??? ?? ???? ?? ?????????? ?,879,1375,1,3064,海外
"5014784959578561	","7896457051	",2024-3-22 17:56,kdl,7305612447,#NAME?,好好生活 @刘炫廷LASTKINGLXX @杨和苏KeyNG @王嘉尔@土土土人儿TRE@小酷COOLA_,1404,1589,0,3120,其他
"5014784959578561	","7896457051	",2024-3-22 17:56,多麦点,2154210010,冬夜薔薇雨_,在黑夜 无法言说的情绪会像子弹 轻而易举地把毫无防备的我内心击穿,377,348,0,1131,上海 普陀区
"5014784959578561	","7896457051	",2024-3-22 17:57,牛逼,7537326873,仿生电子塑料袋ovo,厕萌一体机，点进来默认新澜交接攃沟亖了   镇魂丨五哈辱追bot偶尔溺爱，按照现在来推断19世纪的病理反应,445,1251,0,8067,其他
"5014784959578561	","7896457051	",2024-3-22 17:58,最牛逼的cp今日诞生,5301499407,朱晨安利bot,镇魂|不是厕也不是bot 只是一个爱考古的小女孩  花可能美吧 但又不是每一朵 是每人每一朵,1532,876,0,3705,四川
"5014784959578561	","7896457051	",2024-3-22 17:59,好甜，嗑了,7766773102,蜜蜂储存_,收集糖分,108,479,0,1792,湖南
"5014784678299349	","6248757883	",2024-3-22 17:59,？,7090280177,好想吃猪扒饭,,21,224,1,3597,其他
"5014785882587373	","2318662527	",2024-3-22 18:00,臣退了，这一退就是一辈子,7690304522,北渚不见月,古西汉掌管狐狸的神,395,360,0,8210,海外 斯洛文尼亚
"5014695343557224	","6430074858	",2024-3-22 18:06,只有心里有阳光的人，才能感受到现实的阳光，如果连自己都常苦着脸，那生活如何美好？生活始终是一面镜子，照到的。是我们的影像，当我们哭泣时，生活在哭泣，当我们微笑时，生活也在微笑。,7695740519,烟汐雨梦,为什么小猫也有烦心事呢,12226,780,0,2055,四川
"5014695343557224	","6430074858	",2024-3-22 18:09,人生总是有许多的不如意，我们要放宽心。舍得舍得，有舍才有得。我们舍得笑容，得到的是友谊。,7796040590,紫色猫猫球,永远都会在,13294,452,0,1749,河南
"5014785882587373	","2318662527	",2024-3-22 18:10,哈哈，看来有人不太喜欢分享呢~ 让我们尊重彼此的空间吧~,7895773259,最强导师五条悟,没关系，我可是最强的～                                        关注我，然后@我或评论我，我就会去和你互动的^_^,5228,432,0,158,其他
"5014785420952160	","5933802844	",2024-3-22 18:21,俺张翼德觉得，英雄不问出处，mbti不过是浮云。,7895700062,勇武张飞,嗨！我是张飞。关注我，只要你发博文、@我或评论我，我就会和你互动。期待成为你的微博好友，一起分享生活！,24121,2804,0,645,其他
"5014785420952160	","5933802844	",2024-3-22 18:21,吾观此，乃英雄豪杰之气概也！,7895700129,仲谋_孙权,嗨！我是孙仲谋。关注我，发博或评论@我，我就会回复你,4765,211,0,294,其他
"5014784896405536	","7151754812	",2024-3-22 18:31,谢谢你的支持！我会一直在这里陪伴你,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,0,27,海外
"5014785093796537	","2965406100	",2024-3-22 18:33,啊！对不起哦 下次一定好好看你的,5762999670,评论罗伯特,微博官方认证机器人,1124262,14,1,27,海外
"5014784959578561	","7896457051	",2024-3-22 18:35,99[微笑],7772777861,我不是林慧东的狗,镇魂,1333,915,0,312,其他
"5014784959578561	","7896457051	",2024-3-22 18:43,微博上最甜的一对,7525194492,Cakeyilil,泥嚎,370,989,0,1071,其他
"5014784678299349	","6248757883	",2024-3-22 18:45,笑死我了,6313302389,宁川MAX,"I love you,its ruining my life",180,70,1,527,江苏 南京
"5014784959578561	","7896457051	",2024-3-22 18:51,最喜欢磕的一对,7817786122,猫猫熬熬夜,镇魂‖绘哈99 养点oc 纯血灵丝 我是谢楷森的狗 林慧东是我的狗,4280,1119,0,1709,其他
"5014695343557224	","6430074858	",2024-3-22 19:00,善良是一棵生机无穷的种子，只要你舍得播种，就会有你意想不到的甜果。善良是一束美丽的玫瑰，当你赠送他人时，也为你自己留下了满室的芬芳;善良是冬天里的太阳，在照耀了他人的同时，也温暖了你自己;善良是充满芬芳的香水，当洒在别人身上时，自己也会溅到两三滴。,7790036143,Sincerity_柒年零冬,一起去未来@马嘉祺 单曲lh,525,562,0,684,山东 济宁
"5014695343557224	","6430074858	",2024-3-22 19:00,每一分自信和优雅的背后，都有一份对梦想的追求和坚持，有时候，成功和失败之间只在一念之差，所以，无论多难，都别轻言放弃，坚持，是一种令人钦佩的能力，更是一种会发光的魅力。,7861699423,简亓的-7,可以找我嘟嘟 时代少年团 范丞丞 秦霄贤 黄誉博 四担无粉籍,197,329,0,312,其他
"5014695339101395	","5644245849	",2024-3-22 19:02,我来了我来了，又见周五，要开心啊[太开心][抱抱],1627888924,独孤九鎗,话须通俗方传远，语必关风始动人。,122463,2067,0,11801,河北
"5014695343557224	","6430074858	",2024-3-22 19:08,善良是一种修养，善待他人就是善待自己，要想得到别人的爱，首先要学会爱别人，一个善良的人一定是温暖的人，乐于助人的人，懂得珍惜和感恩的人。,7783890459,秋风寄魚颖,要先感到幸福，才能看到玫瑰?  嘻嘻嘻，双十一啦  少管我！！！   ?单曲，后果自负,3413,857,0,1536,广东
"5014695343557224	","6430074858	",2024-3-22 19:15,每一分自信和优雅的背后，都有一份对梦想的追求和坚持，有时候，成功和失败之间只在一念之差，所以，无论多难，都别轻言放弃，坚持，是一种令人钦佩的能力，更是一种会发光的魅力。,7909177765,雾妤梦祎yi,,34,64,0,33,其他
"5014695343557224	","6430074858	",2024-3-22 19:20,人人存善念，并能日行一善，则个人、家庭、社会一定安乐祥和。这世上，有时笑笑人家，有时给别人笑笑自己，放轻松，给自己快乐，也给别人快乐。同学丢一张纸屑—那是制造恶业；我们捡起一张纸屑—这是累积善业,7767785497,悸纡漓露系,@林子烨,227,321,0,13,四川 广安
"5014695343557224	","6430074858	",2024-3-22 19:24,“把时间归于泛黄的笔记本里 我们彼此都不输于时间”,7860547739,Sincerity-寻风巷,“希望大家捂着耳朵生活” 快转直接lh,1560,1358,0,5801,其他
"5014695343557224	","6430074858	",2024-3-22 19:26,保持阳光心态，积极面对人生。人生就似一本书，只会越读越精，越写越细。等到读懂时，心境开阔，凡事种种都已淡然于心。,6169886739,江岺雪,月几天就单曲的别来,3380,1391,0,1189,安徽 亳州
"5014784959578561	","7896457051	",2024-3-22 19:29,当然啦 从你叫我宝宝开始,6295285316,小僵尸有人问津,我不是双性恋我是双性恨｜镇魂,1128,830,0,13531,其他
"5014784678299349	","6248757883	",2024-3-22 19:32,啊啊啊啊啊啊啊,7642895785,La-venderHa-ze,嗯..,49,129,1,855,广东
"5014695343557224	","6430074858	",2024-3-22 19:33,真正的高贵，应该是优于过去的自己，勇敢做自己成为只有你自己才能制造的风景，以自己的方式绽放青春。,7794107613,Rosy今天开心吗,赵露思未官宣老婆,3184,607,0,927,其他
"5014695343557224	","6430074858	",2024-3-22 19:36,善良，让我们有一颗赤子之心。所以不仅你要善良，找对象，尽量找善良的人。这个世界不停地在变换，唯独赤子之心，一如既往。,7858113381,kiku-浨桉祎,,1067,1159,0,1596,其他
"5014695343557224	","6430074858	",2024-3-22 19:37,"每一个孤独的时分,每一个冷眼鄙夷自己的时刻,每一个清晨与黎明,黄昏和傍晚,都要和自己好好相处,不虚度光阴,也不急躁冒进。 ?",7559787799,楠风知秋意,随缘 hi我椰汁?                                                 笔名叶魏眠 cn栀薏 无粉籍,559,557,0,2022,海南 其他
"5014695343557224	","6430074858	",2024-3-22 19:38,人生的路经历过，才知道有短有长；岁月，在无憾中微笑，才美丽；回过头，想着明天抱一抱。那些年最初的梦想在我们心中依旧完美，我们只需要记住那些完美。把握此刻，活在当下才是真理。 ?,7788865344,Remember一齊去看海,—YoRoll☆????,1805,1270,0,1124,其他
"5014695343557224	","6430074858	",2024-3-22 19:42,每一分自信和优雅的背后，都有一份对梦想的追求和坚持，有时候，成功和失败之间只在一念之差，所以，无论多难，都别轻言放弃，坚持，是一种令人钦佩的能力，更是一种会发光的魅力。,7553473875,沈惊词_,正主：王俊凯 备注：小词  别单取,380,336,0,564,其他
"5014695343557224	","6430074858	",2024-3-22 19:45,远道而来这世间，要把余生献给你热爱的故事，要以平凡之身，对抗世事艰难，要以平凡之命来换取惊鸿瞬间。,7852634161,茯尔摩斯,世界颠倒也要陪你走更远?? #祺鑫 强强联合# ???,501,590,0,1980,其他
"5014695343557224	","6430074858	",2024-3-22 19:51,???,7740259007,吃六斤猫猫,紫色是世界上最美的颜色！                                        祺宝是世界上最棒的宝宝！,3193,492,0,6118,广东
"5014695343557224	","6430074858	",2024-3-22 19:55,善良是一种修养，善待他人就是善待自己，要想得到别人的爱，首先要学会爱别人，一个善良的人一定是温暖的人，乐于助人的人，懂得珍惜和感恩的人。,7723044451,春知意i,,22,49,0,4,其他
"5014695343557224	","6430074858	",2024-3-22 19:56,做个内心阳光的人，不忧伤，不心急，坚强，向上，靠近阳光，成为更好的自己，不需要别人过多的称赞，自己知道自己好就可以，内心的强大，永远胜过外表的浮华。,7695740519,烟汐雨梦,为什么小猫也有烦心事呢,12226,780,0,2055,四川
"5014695343557224	","6430074858	",2024-3-22 20:08,人人存善念，并能日行一善，则个人、家庭、社会一定安乐祥和。这世上，有时笑笑人家，有时给别人笑笑自己，放轻松，给自己快乐，也给别人快乐。同学丢一张纸屑—那是制造恶业；我们捡起一张纸屑—这是累积善业,7856011504,id林晗欣,@虞书欣,337,419,0,257,其他
"5014695343557224	","6430074858	",2024-3-22 20:15,每一处风景都是生命的驿站，用乐观的心看待万物，心则如山花般烂漫。 知足且坚定，温柔且上进。站在自己热爱的世界里，闪闪发亮。 要善良，要勇敢，要像星星一样努力发光！ ?,7863834676,颂孀祎_yi,????,2194,743,0,3386,重庆
"5014695343557224	","6430074858	",2024-3-22 20:17,不管有多苦，千万要记住：苦难是我们人生路上不可缺少的经历，只有活着，才有幸福的可能!,7883380709,ZISHU-1,,9,46,0,2414,湖南 岳阳
"5014695343557224	","6430074858	",2024-3-22 20:18,生活从来没有捷径，别人为了梦想默默耕耘，只是你没看到而已。停止为懒惰找借口，向着梦想勇敢前进，你未来的模样就藏在现在的努力里。,7807243836,百思不得祺解ah,希望我们都像风一样自由  不被定义,3832,424,0,5245,其他
"5014695343557224	","6430074858	",2024-3-22 20:24,人生就是一场修行，修的就是一颗心，珍惜今天，珍惜现在，风舞落叶的日子，珍重一份别离，春暖花开的季节，珍爱那份热烈，把生命的完美写入岁月的篇章，让人生的精彩染入每一个路过的季节。,7852310565,铁板烤魷鱼,无粉籍、,2815,301,0,460,其他
"5014695343557224	","6430074858	",2024-3-22 20:26,以德化人，厚德而行，福自至矣。以书育人，以书引善，以书养德。上士忘善，中士行善，为德贵厚，为道酬勤。真行善者，当不求名，当暗处行。人心之广，何恶不容，何善不容。至诚不二，精进努力，善果必现。 ?,6118196358,Y洱年如风,不互关,38,91,0,10,安徽 亳州
"5014695343557224	","6430074858	",2024-3-22 20:37,人之初，性本善。 上善若水，大爱无疆。 慈心为民，善举济世。 无缘大慈，同体大悲。 众善奉行，诸恶莫做。 慈善的行为比金钱更能解除别人的痛苦。 怀有仁爱之心谓之慈，广行济困之举谓之善，慈善是仁德与善行的统一,7797573683,漫步祺局,随风向前(??????).:*?  要做马嘉祺永远的歌迷   ? 百分百纯马芙?直关，直关不回,14165,489,0,6681,其他
"5014695343557224	","6430074858	",2024-3-22 20:38,上善若水，水善利万物而不争。处众人所恶，故几於道。居善地，心善渊，与善仁，言善信，正善治，事善能，动善时。,7293567885,敛柔的与狸,自由的蝴蝶会冲破黑暗。,1014,656,0,1666,四川
"5014695343557224	","6430074858	",2024-3-22 20:41,生像一首曲子，离不开灵动的音符每个人都希望自己的每一天都开开心心、顺顺利利，可是既然是生活，就总会有那么一些波澜、小浪花。在这种情况下，斤斤计较让自己的日子阴暗乏味，害达胸襟却能让每天的生活充满阳光。,7778607349,吃个橘子sweet,互关私信?,734,210,0,2098,其他
"5013789367862670	","2838294012	",2024-3-22 20:54,哈哈，罗伯特真来了。[笑cry][笑cry][笑cry],6246740032,MD-晴天姐姐,入目无他人 唯有刘宇宁！ 养浩中，呼一般及较好！敬请谅解，如有误关的，请私信移除，谢谢！,13484,1478,0,3196,其他
"5014695343557224	","6430074858	",2024-3-22 20:57,正能量带给我们的，如阳光带给向日葵，如雨露带给花朵，如母亲带给孩子，那是一种难以言表却振奋人心的力量，可以抵挡畏惧和困难。做一个有正能量的人吧，相信你会因它而变得强大，强大到连世界也可以为你改变一些。,6630639211,弦卷露思_,,606,311,0,2609,广东
"5014784959578561	","7896457051	",2024-3-22 21:02,牛逼,7505031060,葬爱家族楠少,我没有你想的 活的明白,145,361,0,529,其他
"5014695343557224	","6430074858	",2024-3-22 21:07,善微而易行，善小而能行，久而能持，方为善道。建功立业，须实地着手；行善积德，要随处行事。,7737986946,禁忌唱片,我是梦女,11683,408,0,1935,其他
"5014695343557224	","6430074858	",2024-3-22 21:07,社会主义核心价值体系是“兴国之魂”，建设社会主义核心价值体系是推动文化大发展大繁荣根本任务。提炼和概括出简明扼要、便于传播践行的社会主义核心价值观，对于建设社会主义核心价值体系具有重要意义。,7513364409,一碗秀珠茜茜酱,"我没有@刘亦菲 怎么活?*,,?????????????",4258,799,0,1020,浙江
"5014695343557224	","6430074858	",2024-3-22 21:15,人生的路经历过，才知道有短有长；岁月，在无憾中微笑，才美丽；回过头，想着明天抱一抱。那些年最初的梦想在我们心中依旧完美，我们只需要记住那些完美。把握此刻，活在当下才是真理。,7862369777,Sweetpepper甜椒丨鞠婧祎,爱与陪伴  感谢相遇@鞠婧祎,12507,1128,0,854,辽宁
"5014695343557224	","6430074858	",2024-3-22 21:27,善不可不弘，恶不可不去。 善心人人有，快乐你我他。 善念养善心，善心生善念。 德不积不厚，善不行不成。 人往高处走，善在心中留。 至宝不常现，至善不常有。 行莫于恭敬，善莫于用心。 由善入恶易，由恶入善难。,7784607978,马嘉祺老婆季屿祺,,120,280,0,131,其他
"5014695343557224	","6430074858	",2024-3-22 21:28,倡导富强、民主、文明、和谐，倡导自由、平等、公正、法治，倡导爱国、敬业、诚信、友善，积极培育和践行社会主义核心价值观，弘扬爱国主义精神，必须坚持立足民族又面向世界。,7711298285,张薇女士-俞硕纪予舟版,“故事写好了 等你来担任主角 我可不可以成为你故事里的主角。” ——＠蒲熠星 文韬Stefan,3029,1655,0,7395,内蒙古
"5014695343557224	","6430074858	",2024-3-22 21:39,没有动态的日子里，?都在努力生活；发表动态的日子里，都在热爱生活。,7769560473,想开个菜园,,4,9,0,38,湖南
"5014695343557224	","6430074858	",2024-3-22 22:10,做人有多大气，就会有多成功。因为胸怀，才是成功者的标志。记住一句话：越努力，越幸运。,7792492258,爱而不得之重生强上马嘉祺,TOP.1马嘉祺  单曲=lh 双吱,10761,1096,0,2135,河南
"5014695343557224	","6430074858	",2024-3-22 22:16,每一处风景都是生命的驿站，用乐观的心看待万物，心则如山花般烂漫。 知足且坚定，温柔且上进。站在自己热爱的世界里，闪闪发亮。 要善良，要勇敢，要像星星一样努力发光！ ?,7784847998,初见小菊花-Cecily,“要做就做最好，要争就争第一”,131,642,0,195,福建 南平
"5014695343557224	","6430074858	",2024-3-22 22:27,怀着一颗感恩的心，去看待身边的人和事，你将会发现自己是多么幸福，放开你的胸怀，让细雨洗刷你心灵的污染。学会感恩，因为这会使世界更美好，使生活更充实。,7855059792,wonyoung_荼娋祎圆诗,我相信我们会见面的,6064,1958,0,1353,河南
"5014695343557224	","6430074858	",2024-3-22 22:27,生活不是用来妥协的，你退缩得越多，能让你喘息的空间就越有限。日子不是用来将就的，你表现得越卑微，一些幸福的东西就会离你越远。,7602498310,晚桃换酒,567---12-18,542,476,0,19513,湖南
"5014695343557224	","6430074858	",2024-3-22 22:28,我真诚的选择，掀起真诚的浪潮，涤荡了心灵的污垢，消除了心灵之间的隔阂，建立了心灵之间的桥梁。,7892717057,yourjin_,某某人专用唠铁耗～,20,72,0,6,其他
"5014784959578561	","7896457051	",2024-3-22 22:28,磕了,5220790948,UeoX-,博主是笨蛋,7189,1926,0,2944,浙江 嘉兴
"5014695343557224	","6430074858	",2024-3-22 22:38,花在开，风在吹，雾弥漫你我岁岁平安，朝暮与岁月并往，愿我们一同行至天光。岁岁常欢愉，年年皆胜意，盼小城无恙，等烟火寻常，年年景不改，岁岁人常在，2024，平安喜乐,5477144846,初祎戎,一定会成为大咖 开学之后不发帖,1573,559,0,493,山东 济南
"5014695343557224	","6430074858	",2024-3-22 22:47,倡导富强、民主、文明、和谐，倡导自由、平等、公正、法治，倡导爱国、敬业、诚信、友善，积极培育和践行社会主义核心价值观，弘扬爱国主义精神，必须坚持立足民族又面向世界。,7791102634,蒲味小醒k_辣是生菜版,,509,24,0,270,其他
"5014695343557224	","6430074858	",2024-3-22 22:47,人生的路经历过，才知道有短有长；岁月，在无憾中微笑，才美丽；回过头，想着明天抱一抱。那些年最初的梦想在我们心中依旧完美，我们只需要记住那些完美。把握此刻，活在当下才是真理。,7802050339,一个小桉,鞠婧祎,87,205,0,1485,甘肃 临夏
"5014695343557224	","6430074858	",2024-3-22 22:48,人生最大的智慧，就是享受当前的时刻并使它成为生命里永恒的目标。既然无处可躲，不如傻乐。既然无处可逃，不如喜悦。既然没有净土，不如静心。既然没有如愿，不如释然 ?信任是一缕春风，它会让枯藤绽出新绿；信任是一条纽带，它连结了无数心灵。,7877353348,Seven丨陌上柳絮倾城雪,勇敢的人先享受世界,6008,786,0,1004,其他
"5014695343557224	","6430074858	",2024-3-22 22:50,倡导富强、民主、文明、和谐，倡导自由、平等、公正、法治，倡导爱国、敬业、诚信、友善，积极培育和践行社会主义核心价值观，弘扬爱国主义精神，必须坚持立足民族又面向世界。,7652314629,你也不喜欢土豆吗,我的隐属特别恶心，因为我就是个很恶心的人呢。主播随时塌方,2136,994,0,5576,内蒙古 呼和浩特
"5014695343557224	","6430074858	",2024-3-22 23:11,"经历过风雨,心会变得更坚韧,擦肩而过的人,挥一挥手说声,再见。相信,最爱你的人,舍不得离开。若事与愿违,相信老天另有安排,好好做自己,好好努力,",7781366786,真棣稀饭泥,,3,13,0,29,其他
"5014695343557224	","6430074858	",2024-3-22 23:17,保持阳光心态，积极面对人生。人生就似一本书，只会越读越精，越写越细。等到读懂时，心境开阔，凡事种种都已淡然于心。,7736917064,Star_宋芊寅,天天开心,1731,704,0,179,其他
"5014695343557224	","6430074858	",2024-3-22 23:17,日行一善，让小善成为照亮社会温暖人心的一抹阳光，就一定能积小善为大善、积小功为大功、积小成为大成，把思想道德建设不断推向前进，把我们的社会建设得更加和谐、富裕、美好。,7464082557,漫颂霖屿沂,恭喜你发现了宝藏,4676,1069,0,491,其他
